ID,geo_Breite,geo_Länge,PLZ
4741,51.1402,7.0930,42659
4745,52.9604,9.7930,29614
4748,51.3520,10.9059,99706
4752,50.3746,11.1828,96515
4763,51.0607,9.9266,36205
4765,51.2801,9.9849,37242
4775,49.7858,11.8211,92676
4782,51.6040,12.1093,06780
4818,50.1531,11.7403,95236
4837,47.9869,7.9466,79252
4841,53.6946,8.8735,21775
4847,51.3629,9.6902,34346
4857,53.5527,9.6094,21720
4878,51.6646,10.8811,38899
4881,47.8591,9.0152,78333
4887,48.6657,9.8646,89558
4896,54.6654,9.8050,24392
4911,48.8275,12.5598,94351
4926,48.7896,9.2167,70188
4927,48.7693,9.1814,70180
4928,48.8282,9.2000,70376
4931,48.6883,9.2235,70794
4933,48.7091,9.2147,70599
4939,51.7333,11.1167,06507
4977,52.5447,11.9724,39590
4978,50.6390,10.0228,36142
4987,49.6122,9.6747,97941
4996,47.7099,11.7639,83684
4997,50.9771,12.3419,04617
5009,53.7610,12.5574,17166
5014,53.2758,8.9857,27726
5017,50.4002,11.3889,96358
5024,52.2333,12.0500,39291
5029,49.4738,7.0386,66636
5032,49.8850,9.8469,97291
5039,50.8430,10.1613,36469
5046,49.8576,12.3542,95643
5047,47.9394,8.1933,79822
5049,47.8991,8.1460,79822
5059,47.7280,7.9988,79682
5063,47.7566,11.5819,83646
5064,51.2897,6.4437,47918
5067,51.7643,9.5628,37603
5068,51.5833,13.0000,04860
5074,47.8663,12.6566,83278
5075,47.8516,12.6182,83278
5078,53.9619,10.8892,23570
5088,54.5337,13.2460,18569
5094,48.1316,8.2283,78098
5095,48.1288,8.2330,78098
5097,54.0661,12.7675,18465
5099,49.7326,6.6131,54294
5100,49.7479,6.6582,54296
5105,48.3132,9.2472,72818
5107,48.2814,9.3137,72818
5109,53.5997,13.3039,17039
5111,48.0311,12.5396,83308
5120,48.5198,9.0515,72070
5127,48.0083,8.8179,78532
5128,47.9682,8.7900,78532
5133,51.3344,8.9132,34477
5138,47.7713,9.1562,88662
5142,53.7444,14.0697,17373
5146,52.9414,10.5289,29525
5149,49.5741,10.1916,97258
5155,48.3837,9.9524,89077
5158,52.1601,11.1759,39365
5165,52.8499,10.2898,29345
5174,48.4951,9.4003,72574
5185,49.5933,11.0704,91080
5229,48.0453,8.4608,78050
5236,52.8318,8.3112,49429
5244,49.2581,6.8612,66333
5245,49.2495,6.8804,66333
5250,48.0908,7.6353,79235
5252,52.1030,9.5845,31863
5267,52.0722,11.0222,39393
5275,49.2445,8.5374,68753
5277,50.8119,9.1280,36320
5279,51.6194,9.5749,37194
5280,53.9224,10.2267,23829
5282,51.1197,13.6744,01445
5284,48.8279,9.3228,71332
5289,48.4918,8.5612,72178
5291,47.9760,8.1558,79822
5296,51.2070,9.0658,34513
5300,50.2596,8.3607,65529
5306,48.9293,13.4641,94556
5317,50.0097,12.2979,95652
5320,47.6172,8.2388,79761
5335,50.8963,10.5484,99880
5344,53.7852,7.8533,26486
5347,51.5040,9.1118,34414
5349,53.5196,12.6654,17192
5361,50.6271,9.4420,36367
5369,48.0572,12.2202,83512
5371,50.4973,9.9428,36129
5377,47.5714,12.9337,83486
5397,49.6663,12.1845,92637
5398,49.1965,10.6487,91746
5403,49.5900,10.2588,97215
5404,48.4025,11.6946,85354
5410,50.4732,8.2588,35781
5419,50.9751,11.3076,99425
5424,51.0176,11.3544,99427
5426,49.3758,8.1213,67433
5429,49.1512,9.2920,74189
5431,53.0333,11.8000,19322
5433,49.5534,6.8120,66709
5434,50.0858,11.2364,96260
5435,48.8457,8.9073,71287
5440,49.0116,10.9308,91781
5442,51.2002,11.9154,06667
5445,51.2120,10.9956,99631
5453,48.1880,7.6977,79367
5460,48.1477,8.6954,78669
5463,52.0654,14.6898,15898
5467,47.7035,12.0119,83735
5480,51.5763,7.8879,59457
5488,49.9622,10.0482,97440
5490,51.8454,10.7686,38855
5498,49.7667,9.5428,97877
5514,54.8991,8.3123,25980
5516,54.5284,11.0605,23769
5533,51.6170,10.5843,37447
5538,47.8827,11.1576,82407
5540,50.0681,8.2603,65189
5541,50.1320,8.3170,65207
5543,50.0863,8.1872,65199
5546,52.1207,12.4585,14827
5559,48.7848,8.5764,75323
5560,48.7501,8.5365,75323
5562,48.6516,8.6801,75387
5568,51.1056,9.1081,34537
5575,53.5901,8.1060,26388
5582,51.2940,8.6026,34508
5583,51.2818,8.6673,34508
5609,48.8031,9.4699,73650
5610,51.1968,8.5268,59955
5624,53.9026,11.4254,23968
5629,51.8892,12.6445,06886
5640,53.5504,7.6672,26409
5642,53.1833,12.5167,16909
5643,53.1864,12.4949,16909
5644,51.3493,9.8438,37213
5654,49.2178,10.2296,91637
5663,53.4618,13.6099,17348
5664,48.2953,8.2391,77709
5665,47.8180,9.7970,88364
5675,52.4411,10.7587,38440
5676,52.3962,10.6892,38442
5681,49.5811,7.6234,67752
5692,49.6051,8.3659,67547
5703,49.7964,9.8949,97082
5705,49.7703,9.9577,97074
5707,49.7995,9.9280,97070
5715,52.4605,9.4311,31515
5717,51.2256,7.1052,42329
5719,51.2051,7.2000,42855
5728,52.8039,12.8714,16818
5731,47.6783,8.3801,79793
5732,54.6928,8.5271,25938
5745,52.9664,13.3268,16792
5750,51.0314,12.1495,06712
5761,51.9642,12.0996,39261
5778,54.0801,13.8989,17454
5779,50.7314,13.7516,01773
5792,47.4209,10.9847,82491
5797,50.6878,12.4329,08115
5800,49.0280,13.2385,94227
5802,49.0007,13.2137,94227
5821,52.8482,8.7190,27211
5822,52.8630,8.6988,27211
5825,52.6198,12.7867,14641
5832,53.1007,11.0455,29451
5839,53.3881,7.2287,26721
5840,48.6669,8.4699,75337
5856,48.5451,13.3531,94081
5871,49.9462,7.2645,55483
5885,48.6582,9.4203,73230
5890,47.6777,11.0473,82433
5898,48.8943,9.2058,71638
5904,48.6493,11.7772,84048
5906,49.5062,8.5585,68259
5912,51.1318,9.5189,34212
5920,50.4485,7.4275,56567
5930,54.6410,10.0238,24398
5941,47.6754,12.4698,83242
5971,48.8787,9.6342,73642
6086,52.7786,13.7590,16230
6093,53.2139,10.4704,21403
6095,51.0838,13.4486,01665
6105,54.3194,9.8051,24790
6109,53.3837,14.3728,17322
6110,53.8545,13.4949,17391
6112,54.2670,13.1430,18439
6129,51.0593,14.4266,02689
6157,53.6410,8.0808,26434
6158,49.2247,10.6084,91746
6159,52.9542,7.3196,26892
6163,54.1654,10.3519,24326
6170,52.0192,14.7254,15898
6182,48.7757,12.1743,84066
6184,53.5333,8.1667,26382
6186,50.1989,7.8651,56355
6196,50.1587,12.0386,95100
6197,51.8664,9.2709,32676
6199,54.2484,13.0418,18442
6217,49.2406,6.9351,66115
6219,48.8768,11.1043,91795
6258,47.6845,9.4409,88048
6259,49.0210,9.6032,71577
6260,49.3328,9.7040,74653
6262,48.7695,9.8737,73529
6263,47.7738,8.8219,78224
6264,51.4140,8.6500,59929
6265,52.3613,12.3867,14789
6266,52.0304,10.9626,38836
6272,50.8426,10.2518,36433
6273,52.5075,11.8551,39579
6275,48.6705,9.4627,73274
6304,49.3533,11.5053,92367
6305,51.2061,10.4978,99974
6310,54.1049,13.8239,17449
6312,49.5314,10.6418,91459
6314,51.0507,13.3003,01683
6336,50.0132,9.6540,97816
6337,51.7663,7.5193,59348
6344,50.3940,8.1423,65594
6346,48.2070,11.2035,82216
6347,50.0579,10.2972,97453
7075,48.7020,11.8493,84094
7099,52.0111,10.3966,38704
7105,47.8350,12.6548,83313
7106,52.0714,8.4565,33739
7135,47.9655,9.6804,88326
7187,49.7636,9.4063,97896
7244,53.1424,13.0319,16775
7298,54.5268,9.0425,25856
7319,48.7351,10.7415,86609
7321,51.1507,11.3321,99628
7325,47.4167,10.9794,82475
7329,50.5467,12.2863,08233
7330,51.4634,7.9780,59755
7331,48.6099,10.2674,89568
7341,50.0900,8.7862,63071
7343,50.6199,13.4816,09548
7350,49.1088,12.8231,94267
7351,53.3175,13.4175,17258
7364,51.6820,12.3042,06800
7367,51.9644,9.8072,31061
7368,51.0007,10.3621,99817
7369,49.1623,10.3662,91555
7370,49.3909,12.6838,93449
7373,53.5984,6.7024,26757
7374,52.0814,6.9410,48683
7389,52.7461,13.8427,16259
7393,51.4493,14.2533,02977
7394,50.0315,11.9745,95632
7395,48.6596,12.5388,84177
7396,50.5084,9.2247,63679
7403,47.7955,10.0324,88299
7410,50.7513,9.0224,35315
7412,50.0083,9.4239,97843
7419,50.6610,12.0757,07957
7420,51.1044,11.7112,06628
7424,47.7724,12.9073,83451
7427,54.0188,9.9255,24634
7428,50.4167,10.8156,98669
7431,48.0130,11.5524,82041
7432,52.6423,10.6627,29379
13670,51.5088,6.7018,47199
13674,49.2942,8.9054,74915
13675,52.0818,9.4077,31789
13696,51.5966,7.4049,45731
13700,51.3329,7.3411,58285
13710,48.5734,12.2576,84036
13711,50.6819,11.5150,07387
13713,51.0899,7.6290,58540
13776,52.1789,9.9524,31137
13777,52.2467,10.9592,38350
13903,54.0167,8.3167,27499
13904,55.0000,6.3333,-3
13965,48.2639,8.8134,72336
14138,52.1655,14.1224,15848
14311,50.1505,6.5526,54570
15000,50.7983,6.0244,52074
15207,51.2835,9.3590,34270
15444,48.4418,9.9216,89160
15526,53.5467,9.9716,20459
15555,47.8761,10.5848,87600
15926,49.3410,12.1330,92421
15951,49.2121,7.5882,66953
15963,51.3258,6.5089,47918
15965,50.3102,9.7838,97769
15979,49.9311,7.5153,55471
